name,id,ra,dec,z_spec_or_phot,x_mpc,y_mpc,z_mpc,note,survey,z_num,id_msa,z_spec,z_spec16,z_spec50,z_spec84,flag_zspec_qual,flag_successful_spectrum,flag_potential_local_background_issue,flag_emission_lines,flag_line_and_break,flag_break_strong_abs_features_only,flag_break_only,flag_stellar_bump_only,method_best_zfit,method_zuncert,texp_tot,masks,id_dr3,sep_dr3,X,Y,Z_coord
UNCOVER-29,29.0,3.634496596291794,-30.467230432379083,17.999831420277474,9272.078925012578,588.954596097287,-5465.5238002790975,filament candidate,UNCOVER,17.999831420277474,,,,,,,,,,,,,,,,,,,,9272.078925012578,588.954596097287,-5465.5238002790975
UNCOVER-43,43.0,3.634200132719845,-30.467143587031824,17.65478282843197,9243.300118857604,587.0785704771342,-5448.539144678011,filament candidate,UNCOVER,17.65478282843197,,,,,,,,,,,,,,,,,,,,9243.300118857604,587.0785704771342,-5448.539144678011
UNCOVER-130,130.0,3.656283914560848,-30.46683119171836,12.190307933171724,8645.699830095198,552.4684887824658,-5096.340307408194,filament candidate,UNCOVER,12.190307933171724,,,,,,,,,,,,,,,,,,,,8645.699830095198,552.4684887824658,-5096.340307408194
UNCOVER-141,141.0,3.656499249035925,-30.46678735633141,10.127618713691284,8312.474924323275,531.2064668845964,-4899.908377109863,filament candidate,UNCOVER,10.127618713691284,,,,,,,,,,,,,,,,,,,,8312.474924323275,531.2064668845964,-4899.908377109863
UNCOVER-171,171.0,3.6385202743512015,-30.46671245076889,18.216930586054776,9289.801839315149,590.7353653236057,-5475.881921423954,filament candidate,UNCOVER,18.216930586054776,,,,,,,,,,,,,,,,,,,,9289.801839315149,590.7353653236057,-5475.881921423954
UNCOVER-187,187.0,3.638419618174829,-30.46662616263276,17.56071019437231,9235.317610775071,587.254441568449,-5443.746777153588,filament candidate,UNCOVER,17.56071019437231,,,,,,,,,,,,,,,,,,,,9235.317610775073,587.254441568449,-5443.746777153588
UNCOVER-251,251.0,3.64651978831468,-30.46642406295249,12.272677338690304,8657.499612821877,551.7411200789312,-5103.157397072885,filament candidate,UNCOVER,12.272677338690304,,,,,,,,,,,,,,,,,,,,8657.499612821877,551.7411200789313,-5103.157397072885
UNCOVER-293,293.0,3.638052205426873,-30.46629056819477,12.88955241974981,8741.661928378984,555.807630909528,-5152.690872945835,filament candidate,UNCOVER,12.88955241974981,,,,,,,,,,,,,,,,,,,,8741.661928378984,555.807630909528,-5152.690872945835
UNCOVER-356,356.0,3.636782074893857,-30.465935004772582,15.45472354541399,9038.982615786152,574.5105288353764,-5327.86060686939,filament candidate,UNCOVER,15.45472354541399,,,,,,,,,,,,,,,,,,,,9038.982615786153,574.5105288353765,-5327.860606869388
UNCOVER-377,377.0,3.6349687086393687,-30.465843207949888,16.822579535917342,9170.564723542582,582.5823696358439,-5405.38855163788,filament candidate,UNCOVER,16.822579535917342,,,,,,,,,,,,,,,,,,,,9170.564723542582,582.5823696358439,-5405.38855163788
UNCOVER-382,382.0,3.636725236497605,-30.465825810582725,14.876877299989014,8978.369992357791,570.6490961354499,-5292.110208490538,filament candidate,UNCOVER,14.876877299989014,,,,,,,,,,,,,,,,,,,,8978.369992357791,570.6490961354499,-5292.110208490538
UNCOVER-395,395.0,3.644037162416256,-30.465770041053027,16.335041040198245,9125.381482360111,581.1621521605156,-5378.794712389736,filament candidate,UNCOVER,16.335041040198245,,,,,,,,,,,,,,,,,,,,9125.381482360113,581.1621521605156,-5378.794712389736
UNCOVER-401,401.0,3.636908298775818,-30.465750663983076,17.37145462975748,9219.159221481832,585.9828023140445,-5434.023119735093,filament candidate,UNCOVER,17.37145462975748,,,,,,,,,,,,,,,,,,,,9219.159221481832,585.9828023140445,-5434.023119735093
UNCOVER-410,410.0,3.6436029449347664,-30.46569750237368,16.45876521227894,9137.016174150023,581.8335971792346,-5385.634374339646,filament candidate,UNCOVER,16.45876521227894,,,,,,,,,,,,,,,,,,,,9137.016174150025,581.8335971792346,-5385.634374339646
UNCOVER-424,424.0,3.645196550809652,-30.465670721248348,16.59824678151162,9149.958896677575,582.9132996817297,-5393.266993320481,filament candidate,UNCOVER,16.59824678151162,,,,,,,,,,,,,,,,,,,,9149.958896677575,582.9132996817297,-5393.266993320481
UNCOVER-425,425.0,3.6441534417874033,-30.46565314374022,17.94300083596693,9267.442074469944,590.2283555690329,-5462.5050198043655,filament candidate,UNCOVER,17.94300083596693,,,,,,,,,,,,,,,,,,,,9267.442074469944,590.2283555690329,-5462.5050198043655
UNCOVER-428,428.0,3.644484391471303,-30.465631996607392,12.78597946386142,8727.938746256339,555.9188820675154,-5144.503316575395,filament candidate,UNCOVER,12.78597946386142,,,,,,,,,,,,,,,,,,,,8727.938746256339,555.9188820675154,-5144.503316575395
UNCOVER-443,443.0,3.643719428320973,-30.465596464939424,18.153423413834517,9284.70373199548,591.2571060006662,-5472.664524381356,filament candidate,UNCOVER,18.153423413834517,,,,,,,,,,,,,,,,,,,,9284.70373199548,591.2571060006663,-5472.6645243813555
UNCOVER-447,447.0,3.644300613943904,-30.46556973359209,17.061231482586823,9191.901589135196,585.4410110192371,-5417.962057131994,filament candidate,UNCOVER,17.061231482586823,,,,,,,,,,,,,,,,,,,,9191.901589135197,585.4410110192371,-5417.962057131994
UNCOVER-453,453.0,3.642814838218361,-30.46554942561359,16.285108815666455,9120.688216019847,580.6678893254661,-5375.973680026755,filament candidate,UNCOVER,16.285108815666455,,,,,,,,,,,,,,,,,,,,9120.688216019847,580.6678893254661,-5375.973680026755
UNCOVER-458,458.0,3.637092594381401,-30.465595720715235,15.444352895168452,9037.95124001758,574.4941552738186,-5327.18233281893,filament candidate,UNCOVER,15.444352895168452,,,,,,,,,,,,,,,,,,,,9037.95124001758,574.4941552738186,-5327.18233281893
UNCOVER-459,459.0,3.637162162941941,-30.465540589841403,15.66567982984462,9060.357069773832,575.9294194111598,-5340.377512942897,filament candidate,UNCOVER,15.66567982984462,,,,,,,,,,,,,,,,,,,,9060.357069773832,575.9294194111598,-5340.377512942897
UNCOVER-467,467.0,3.644789736550672,-30.465616360145955,16.481182618017247,9139.104545016138,582.1566519756549,-5386.854973298732,filament candidate,UNCOVER,16.481182618017247,,,,,,,,,,,,,,,,,,,,9139.104545016138,582.1566519756549,-5386.854973298732
UNCOVER-491,491.0,3.64442603967507,-30.46544872394916,16.721960552434588,9161.35097753981,583.5153497193713,-5399.929334354457,filament candidate,UNCOVER,16.721960552434588,,,,,,,,,,,,,,,,,,,,9161.35097753981,583.5153497193713,-5399.929334354457
UNCOVER-492,492.0,3.644273315959808,-30.46546085000747,17.68031934911298,9245.51451329228,588.8512466801445,-5449.539140663605,filament candidate,UNCOVER,17.68031934911298,,,,,,,,,,,,,,,,,,,,9245.514513292279,588.8512466801446,-5449.539140663605
UNCOVER-499,499.0,3.642761085718456,-30.465431079811477,17.826799840330246,9257.826728286069,589.3900812854366,-5456.780611514336,filament candidate,UNCOVER,17.826799840330246,,,,,,,,,,,,,,,,,,,,9257.826728286067,589.3900812854366,-5456.780611514336
UNCOVER-517,517.0,3.6447591022516432,-30.465370768623064,18.31308752529598,9297.616001697492,592.2487657333961,-5480.232314098398,filament candidate,UNCOVER,18.31308752529598,,,,,,,,,,,,,,,,,,,,9297.616001697492,592.2487657333961,-5480.232314098398
UNCOVER-554,554.0,3.647564543838557,-30.46521115287526,18.26175437029128,9293.471838166755,592.4416818481351,-5477.771819918257,filament candidate,UNCOVER,18.26175437029128,,,,,,,,,,,,,,,,,,,,9293.471838166757,592.4416818481351,-5477.771819918256
UNCOVER-562,562.0,3.6453163649332088,-30.46517327080552,17.18752502854433,9203.085614818185,586.317148481179,-5424.474468228457,filament candidate,UNCOVER,17.18752502854433,,,,,,,,,,,,,,,,,,,,9203.085614818185,586.317148481179,-5424.474468228457
UNCOVER-563,563.0,3.644939518612465,-30.465178811721252,17.575698283786753,9236.66477795129,588.395437209639,-5444.265592037351,filament candidate,UNCOVER,17.575698283786753,,,,,,,,,,,,,,,,,,,,9236.66477795129,588.395437209639,-5444.265592037351
UNCOVER-585,585.0,3.6226188986797214,-30.465162133851628,16.993253245913962,9186.106840119031,581.5817386756243,-5414.328224173858,filament candidate,UNCOVER,16.993253245913962,,,,,,,,,,,,,,,,,,,,9186.106840119031,581.5817386756243,-5414.328224173858
UNCOVER-598,598.0,3.648070345709604,-30.465081253229087,17.277557414494453,9210.94893112306,587.2626426905825,-5429.105936788213,filament candidate,UNCOVER,17.277557414494453,,,,,,,,,,,,,,,,,,,,9210.948931123059,587.2626426905825,-5429.105936788213
UNCOVER-615,615.0,3.6424390135495286,-30.465075334950136,14.362663661316132,8921.58057695619,567.9329601437535,-5258.512635994585,filament candidate,UNCOVER,14.362663661316132,,,,,,,,,,,,,,,,,,,,8921.58057695619,567.9329601437535,-5258.512635994585
UNCOVER-625,625.0,3.6454361324463354,-30.46506094977538,17.649824673763952,9242.96293035262,588.877082034981,-5447.955206665572,filament candidate,UNCOVER,17.649824673763952,,,,,,,,,,,,,,,,,,,,9242.96293035262,588.8770820349812,-5447.955206665572
UNCOVER-645,645.0,3.6421342303341255,-30.46496214122845,14.85556273932126,8976.096291019237,571.3553981443272,-5290.619302036746,filament candidate,UNCOVER,14.85556273932126,,,,,,,,,,,,,,,,,,,,8976.09629101924,571.3553981443273,-5290.6193020367455
UNCOVER-666,666.0,3.645036091638326,-30.464942230472683,18.04239324006331,9275.685172016429,590.8968181135019,-5467.213883029265,filament candidate,UNCOVER,18.04239324006331,,,,,,,,,,,,,,,,,,,,9275.685172016427,590.8968181135019,-5467.213883029265
UNCOVER-667,667.0,3.645083121886629,-30.464889552442997,15.925144629624029,9086.037262761958,578.8230053245368,-5355.421861801527,filament candidate,UNCOVER,15.925144629624029,,,,,,,,,,,,,,,,,,,,9086.037262761958,578.8230053245369,-5355.4218618015275
UNCOVER-670,670.0,3.645212745938777,-30.46487438445892,18.356296364122738,9301.122641415994,592.5460763389513,-5482.1932925448045,filament candidate,UNCOVER,18.356296364122738,,,,,,,,,,,,,,,,,,,,9301.122641415994,592.5460763389511,-5482.193292544805
UNCOVER-672,672.0,3.642156926125312,-30.46485335020913,15.190082711731671,9011.66810729022,573.6232348631399,-5311.562814976172,filament candidate,UNCOVER,15.190082711731671,,,,,,,,,,,,,,,,,,,,9011.66810729022,573.6232348631399,-5311.562814976172
UNCOVER-706,706.0,3.6421981529730174,-30.464733147296705,17.99812076331387,9272.09660923994,590.2070908778904,-5465.035863285249,filament candidate,UNCOVER,17.99812076331387,,,,,,,,,,,,,,,,,,,,9272.096609239941,590.2070908778904,-5465.035863285249
UNCOVER-726,726.0,3.5949830631276147,-30.464672038178104,17.12256139688327,9197.919728611338,577.875486807311,-5421.0197643200745,filament candidate,UNCOVER,17.12256139688327,,,,,,,,,,,,,,,,,,,,9197.919728611338,577.875486807311,-5421.0197643200745
UNCOVER-777,777.0,3.6479369853012735,-30.464494985832246,15.046529901494464,8996.51899761438,573.5702042038175,-5302.591970462092,filament candidate,UNCOVER,15.046529901494464,,,,,,,,,,,,,,,,,,,,8996.51899761438,573.5702042038175,-5302.591970462092
UNCOVER-784,784.0,3.6486747643558006,-30.46447869919205,15.741226731725003,9067.884353352814,578.2373186266697,-5344.655969237587,filament candidate,UNCOVER,15.741226731725003,,,,,,,,,,,,,,,,,,,,9067.884353352814,578.2373186266697,-5344.655969237589
UNCOVER-786,786.0,3.641887384545715,-30.464475107507567,17.099879140614025,9195.456188416252,585.2785352221722,-5419.805760056071,filament candidate,UNCOVER,17.099879140614025,,,,,,,,,,,,,,,,,,,,9195.456188416252,585.2785352221722,-5419.805760056071
UNCOVER-800,800.0,3.600770763552327,-30.464430695906167,14.28006660909424,8912.659369701152,560.8573695899264,-5252.877302511512,filament candidate,UNCOVER,14.28006660909424,,,,,,,,,,,,,,,,,,,,8912.659369701152,560.8573695899264,-5252.8773025115115
UNCOVER-840,840.0,3.646835921531929,-30.464261602514625,16.02278436012014,9095.59648853265,579.7113560488364,-5360.932188441256,filament candidate,UNCOVER,16.02278436012014,,,,,,,,,,,,,,,,,,,,9095.59648853265,579.7113560488361,-5360.932188441256
UNCOVER-855,855.0,3.646854282566777,-30.46421196203049,15.797913258440897,9073.555036341291,578.3094551061428,-5347.930493182242,filament candidate,UNCOVER,15.797913258440897,,,,,,,,,,,,,,,,,,,,9073.555036341293,578.3094551061428,-5347.930493182242
UNCOVER-861,861.0,3.595866087558093,-30.464220073984507,18.05646975211252,9277.411650890988,583.0132517028158,-5467.7768774586775,filament candidate,UNCOVER,18.05646975211252,,,,,,,,,,,,,,,,,,,,9277.411650890988,583.0132517028158,-5467.7768774586775
UNCOVER-879,879.0,3.59646351895478,-30.464193722365632,18.65532880616196,9325.348221028613,586.1233135694987,-5496.0268065335895,filament candidate,UNCOVER,18.65532880616196,,,,,,,,,,,,,,,,,,,,9325.348221028611,586.1233135694986,-5496.026806533589
UNCOVER-886,886.0,3.641645334365721,-30.464120295816866,17.773496408525155,9253.505735468489,588.9340610879357,-5453.941435268235,filament candidate,UNCOVER,17.773496408525155,,,,,,,,,,,,,,,,,,,,9253.505735468489,588.9340610879357,-5453.941435268235
UNCOVER-903,903.0,3.619755394510616,-30.46408076353085,12.280899656741502,8659.123676288857,547.7834049479253,-5103.4856781835215,filament candidate,UNCOVER,12.280899656741502,,,,,,,,,,,,,,,,,,,,8659.123676288857,547.7834049479253,-5103.48567818352
UNCOVER-911,911.0,3.618332383028649,-30.46405378056084,12.927606767698212,8747.056066963833,553.127968516507,-5155.29732596072,filament candidate,UNCOVER,12.927606767698212,,,,,,,,,,,,,,,,,,,,8747.056066963833,553.127968516507,-5155.29732596072
UNCOVER-945,945.0,3.645598297870453,-30.463876018976745,17.60487746580094,9239.26289269598,588.6676056936883,-5445.517616317969,filament candidate,UNCOVER,17.60487746580094,,,,,,,,,,,,,,,,,,,,9239.262892695979,588.6676056936882,-5445.517616317969
UNCOVER-957,957.0,3.645541070457335,-30.46384501794817,17.837554035729248,9258.845796376889,589.906019566574,-5457.052455610022,filament candidate,UNCOVER,17.837554035729248,,,,,,,,,,,,,,,,,,,,9258.845796376889,589.9060195665741,-5457.052455610022
UNCOVER-996,996.0,3.5947122147571764,-30.463705418322625,14.43002725053272,8929.779162178887,560.9867046162536,-5262.779802394021,filament candidate,UNCOVER,14.43002725053272,,,,,,,,,,,,,,,,,,,,8929.779162178887,560.9867046162536,-5262.779802394023
UNCOVER-998,998.0,3.596845827655007,-30.463701876266445,17.82974409215269,9258.706084250269,581.9966985637137,-5456.645413444315,filament candidate,UNCOVER,17.82974409215269,,,,,,,,,,,,,,,,,,,,9258.706084250267,581.9966985637137,-5456.645413444315
UNCOVER-1016,1016.0,3.596863479052137,-30.46363722514453,17.308575335667992,9214.309147657626,579.2087837337026,-5430.466032717878,filament candidate,UNCOVER,17.308575335667992,,,,,,,,,,,,,,,,,,,,9214.309147657626,579.2087837337026,-5430.466032717877
UNCOVER-1034,1034.0,3.594441104397024,-30.46356647265833,14.195639436156524,8903.122119224212,559.269761751051,-5247.038753767364,filament candidate,UNCOVER,14.195639436156524,,,,,,,,,,,,,,,,,,,,8903.122119224212,559.269761751051,-5247.038753767364
UNCOVER-1059,1059.0,3.64548975690462,-30.463516564277704,18.05825524431995,9277.116506150693,591.0617535051963,-5467.748953968028,filament candidate,UNCOVER,18.05825524431995,,,,,,,,,,,,,,,,,,,,9277.116506150693,591.0617535051963,-5467.748953968028
UNCOVER-1060,1060.0,3.645453493160543,-30.463445742191517,17.648177198375564,9242.976582311334,588.8807638179137,-5447.611929646883,filament candidate,UNCOVER,17.648177198375564,,,,,,,,,,,,,,,,,,,,9242.976582311334,588.8807638179137,-5447.611929646883
UNCOVER-1103,1103.0,3.6421231159613408,-30.46325721351637,16.488963341258867,9140.078436549831,581.7915723766363,-5386.905470149839,filament candidate,UNCOVER,16.488963341258867,,,,,,,,,,,,,,,,,,,,9140.078436549831,581.7915723766363,-5386.905470149839
UNCOVER-1109,1109.0,3.6421719317452816,-30.46332056791656,13.053698118955886,8763.321105119232,557.817410386194,-5164.868631566646,filament candidate,UNCOVER,13.053698118955886,,,,,,,,,,,,,,,,,,,,8763.321105119232,557.817410386194,-5164.868631566646
UNCOVER-1110,1110.0,3.6422871513998794,-30.46323915731632,16.60493958132379,9150.834728397043,582.5025450683556,-5393.242019942697,filament candidate,UNCOVER,16.60493958132379,,,,,,,,,,,,,,,,,,,,9150.834728397045,582.5025450683557,-5393.242019942697
UNCOVER-1112,1112.0,3.590922451210365,-30.463233411800505,17.116982911172922,9197.603468156442,577.2012033485379,-5420.497793379222,filament candidate,UNCOVER,17.116982911172922,,,,,,,,,,,,,,,,,,,,9197.603468156442,577.2012033485378,-5420.497793379222
UNCOVER-1116,1116.0,3.645185372480008,-30.463254099423253,18.29783757169109,9296.588282055613,592.2527466362402,-5479.165943040272,filament candidate,UNCOVER,18.29783757169109,,,,,,,,,,,,,,,,,,,,9296.588282055614,592.2527466362403,-5479.165943040272
UNCOVER-1117,1117.0,3.645204774917788,-30.463209493381257,17.30884057371651,9213.88071750438,586.9868731501099,-5430.410710796279,filament candidate,UNCOVER,17.30884057371651,,,,,,,,,,,,,,,,,,,,9213.88071750438,586.9868731501098,-5430.410710796279
UNCOVER-1128,1128.0,3.6130675797258607,-30.463178129305703,17.037194960963717,9190.30822743794,580.3095656966309,-5416.318251210577,filament candidate,UNCOVER,17.037194960963717,,,,,,,,,,,,,,,,,,,,9190.308227437941,580.3095656966309,-5416.318251210577
UNCOVER-1141,1141.0,3.6449360529645407,-30.4630948219572,15.715816738155697,9065.519016934526,577.4925331051828,-5342.944292950699,filament candidate,UNCOVER,15.715816738155697,,,,,,,,,,,,,,,,,,,,9065.519016934526,577.4925331051828,-5342.944292950699
UNCOVER-1184,1184.0,3.6507318833479614,-30.46288709658436,15.531720371318324,9046.962254228762,577.2293055165405,-5331.9976447962745,filament candidate,UNCOVER,15.531720371318324,,,,,,,,,,,,,,,,,,,,9046.96225422876,577.2293055165404,-5331.997644796274
UNCOVER-1198,1198.0,3.644130577832066,-30.46280324965815,15.56545807852179,9050.45318668132,576.4050589790104,-5333.998053610767,filament candidate,UNCOVER,15.56545807852179,,,,,,,,,,,,,,,,,,,,9050.45318668132,576.4050589790104,-5333.998053610767
UNCOVER-1205,1205.0,3.605358306604704,-30.462799870467663,17.37497158075934,9220.064201959633,580.9429507276079,-5433.72676049901,filament candidate,UNCOVER,17.37497158075934,,,,,,,,,,,,,,,,,,,,9220.064201959633,580.942950727608,-5433.72676049901
UNCOVER-1252,1252.0,3.652281140163208,-30.46269287902287,13.46736898293294,8815.664042515236,562.7109761308202,-5195.646349409468,filament candidate,UNCOVER,13.46736898293294,,,,,,,,,,,,,,,,,,,,8815.664042515236,562.7109761308202,-5195.646349409468
UNCOVER-1277,1277.0,3.603623946687705,-30.462594170043676,18.08207909760912,9279.583730762664,584.4111800750768,-5468.748475483446,filament candidate,UNCOVER,18.08207909760912,,,,,,,,,,,,,,,,,,,,9279.583730762664,584.4111800750769,-5468.748475483447
UNCOVER-1282,1282.0,3.6032802959206593,-30.46260703275597,16.015235671306577,9095.45605043703,572.7603867348978,-5360.237012603323,filament candidate,UNCOVER,16.015235671306577,,,,,,,,,,,,,,,,,,,,9095.45605043703,572.7603867348978,-5360.237012603323
UNCOVER-1284,1284.0,3.652455186042455,-30.462533942849287,13.793845343340877,8855.458366352508,565.2780896512834,-5219.067624529524,filament candidate,UNCOVER,13.793845343340877,,,,,,,,,,,,,,,,,,,,8855.458366352508,565.2780896512834,-5219.067624529524
UNCOVER-1310,1310.0,3.603214819449756,-30.46248260568797,18.138877355584548,9284.232719802005,584.6374068197325,-5471.461429529423,filament candidate,UNCOVER,18.138877355584548,,,,,,,,,,,,,,,,,,,,9284.232719802005,584.6374068197325,-5471.461429529423
UNCOVER-1356,1356.0,3.591470318704483,-30.46225007156197,12.762231055194489,8725.584477365768,547.6631277857566,-5142.120166869947,filament candidate,UNCOVER,12.762231055194489,,,,,,,,,,,,,,,,,,,,8725.584477365768,547.6631277857566,-5142.120166869945
UNCOVER-1389,1389.0,3.597706071666712,-30.46209967652958,16.91908650093924,9180.002723593409,577.1878267524914,-5409.920269405728,filament candidate,UNCOVER,16.91908650093924,,,,,,,,,,,,,,,,,,,,9180.002723593409,577.1878267524914,-5409.920269405728
UNCOVER-1401,1401.0,3.5977478935286418,-30.462044070303893,16.30227556911414,9123.097732890485,573.616641032936,-5376.373567934853,filament candidate,UNCOVER,16.30227556911414,,,,,,,,,,,,,,,,,,,,9123.097732890485,573.616641032936,-5376.373567934853
UNCOVER-1408,1408.0,3.5975323980462344,-30.46204814289506,17.482907951314182,9229.514990719978,580.2727975398905,-5439.086397081816,filament candidate,UNCOVER,17.482907951314182,,,,,,,,,,,,,,,,,,,,9229.514990719978,580.2727975398905,-5439.086397081816
UNCOVER-1409,1409.0,3.597644754943192,-30.462138486281628,16.953628210468747,9183.099561693249,577.3726724064574,-5411.753309285301,filament candidate,UNCOVER,16.953628210468747,,,,,,,,,,,,,,,,,,,,9183.099561693249,577.3726724064574,-5411.753309285301
UNCOVER-1410,1410.0,3.5973378365409308,-30.462011384381032,17.634985617178167,9242.486722078653,581.0568397044783,-5446.721666257703,filament candidate,UNCOVER,17.634985617178167,,,,,,,,,,,,,,,,,,,,9242.486722078653,581.0568397044783,-5446.721666257703
UNCOVER-1485,1485.0,3.605935143661958,-30.461651134217,13.045882175870808,8762.810271338947,552.2206115836019,-5164.016356422744,filament candidate,UNCOVER,13.045882175870808,,,,,,,,,,,,,,,,,,,,8762.810271338947,552.2206115836019,-5164.016356422744
UNCOVER-1551,1551.0,3.592387050879552,-30.46143453572427,14.036331463651695,8884.852766357146,557.8023528967708,-5235.814113564792,filament candidate,UNCOVER,14.036331463651695,,,,,,,,,,,,,,,,,,,,8884.852766357142,557.8023528967706,-5235.81411356479
UNCOVER-1666,1666.0,3.651802062461295,-30.461093153201027,17.595533399965333,9238.669059554417,589.6341653072569,-5444.600032048069,filament candidate,UNCOVER,17.595533399965333,,,,,,,,,,,,,,,,,,,,9238.669059554417,589.6341653072569,-5444.600032048069
UNCOVER-1694,1694.0,3.606339168126794,-30.46101520323773,17.91856760462054,9266.24883995478,584.012239475151,-5460.561735591192,filament candidate,UNCOVER,17.91856760462054,,,,,,,,,,,,,,,,,,,,9266.24883995478,584.012239475151,-5460.561735591192
UNCOVER-1767,1767.0,3.611942253308012,-30.460745553613297,11.809942651129273,8591.319434481451,542.3178179530256,-5062.805358081368,filament candidate,UNCOVER,11.809942651129273,,,,,,,,,,,,,,,,,,,,8591.319434481451,542.3178179530256,-5062.805358081368
UNCOVER-1846,1846.0,3.589126278990467,-30.46042717963091,18.412766020576814,9306.63293110786,583.7505104752947,-5484.1275157436,filament candidate,UNCOVER,18.412766020576814,,,,,,,,,,,,,,,,,,,,9306.63293110786,583.7505104752947,-5484.127515743599
UNCOVER-1854,1854.0,3.5896204214910923,-30.46038011791898,14.820424795482026,8973.237225844465,562.9162463115998,-5287.660065851262,filament candidate,UNCOVER,14.820424795482026,,,,,,,,,,,,,,,,,,,,8973.237225844465,562.9162463115998,-5287.660065851262
UNCOVER-1861,1861.0,3.6073464399495383,-30.46034073773007,17.79477444996533,9255.997281191325,583.5294962713,-5454.379642709758,filament candidate,UNCOVER,17.79477444996533,,,,,,,,,,,,,,,,,,,,9255.997281191323,583.5294962713,-5454.379642709758
UNCOVER-1868,1868.0,3.590582721711501,-30.460359030795903,18.18562166309256,9288.36232728428,582.841539512293,-5473.355011926375,filament candidate,UNCOVER,18.18562166309256,,,,,,,,,,,,,,,,,,,,9288.36232728428,582.841539512293,-5473.355011926375
UNCOVER-1869,1869.0,3.5904246143735725,-30.46037229050951,18.580581245498617,9319.91230164848,584.7954700458333,-5491.94842887998,filament candidate,UNCOVER,18.580581245498617,,,,,,,,,,,,,,,,,,,,9319.91230164848,584.7954700458333,-5491.9484288799795
UNCOVER-1885,1885.0,3.592744700843943,-30.460256877144307,13.416048672620075,8810.087750605193,553.1637209920907,-5191.513176241132,filament candidate,UNCOVER,13.416048672620075,,,,,,,,,,,,,,,,,,,,8810.087750605193,553.1637209920907,-5191.513176241132
UNCOVER-1897,1897.0,3.6387604856850326,-30.460216395919325,18.64317805188378,9324.342901450827,592.9710700072774,-5494.817858588447,filament candidate,UNCOVER,18.64317805188378,,,,,,,,,,,,,,,,,,,,9324.342901450827,592.9710700072774,-5494.817858588447
UNCOVER-1940,1940.0,3.6389145997827455,-30.46005286469135,12.807882513419088,8731.407089878921,555.287566544914,-5145.369164330386,filament candidate,UNCOVER,12.807882513419088,,,,,,,,,,,,,,,,,,,,8731.407089878921,555.287566544914,-5145.369164330386
UNCOVER-1963,1963.0,3.5963942723178524,-30.460047784685106,17.302882774764676,9214.15793166112,579.1235236202562,-5429.5956611435695,filament candidate,UNCOVER,17.302882774764676,,,,,,,,,,,,,,,,,,,,9214.157931661119,579.1235236202562,-5429.5956611435695
UNCOVER-1964,1964.0,3.596344033883386,-30.45998907017874,17.48527257874909,9229.92494098258,580.1063785865061,-5438.873578660321,filament candidate,UNCOVER,17.48527257874909,,,,,,,,,,,,,,,,,,,,9229.924940982579,580.1063785865061,-5438.873578660321
UNCOVER-1968,1968.0,3.5957634106426477,-30.460016147280584,12.066557410591775,8629.142056264216,542.2590187684501,-5084.855392056797,filament candidate,UNCOVER,12.066557410591775,,,,,,,,,,,,,,,,,,,,8629.142056264216,542.2590187684502,-5084.855392056797
UNCOVER-1969,1969.0,3.5958701481289967,-30.460011856214404,13.71481312426626,8846.732192844871,555.9490228976362,-5213.073461517206,filament candidate,UNCOVER,13.71481312426626,,,,,,,,,,,,,,,,,,,,8846.732192844871,555.9490228976362,-5213.073461517206
UNCOVER-1972,1972.0,3.595597762281213,-30.460025388302515,12.853208150644724,8737.836278580768,549.0640489142113,-5148.906108372506,filament candidate,UNCOVER,12.853208150644724,,,,,,,,,,,,,,,,,,,,8737.836278580768,549.0640489142113,-5148.906108372506
UNCOVER-1973,1973.0,3.596132097480952,-30.46004786423956,16.125126140718415,9106.389526645982,572.3082854185574,-5366.089811675479,filament candidate,UNCOVER,16.125126140718415,,,,,,,,,,,,,,,,,,,,9106.389526645982,572.3082854185574,-5366.089811675479
UNCOVER-1975,1975.0,3.5954359342338327,-30.46007185207416,14.317770460042595,8917.406768176164,560.3225288760569,-5254.7296352613,filament candidate,UNCOVER,14.317770460042595,,,,,,,,,,,,,,,,,,,,8917.406768176164,560.3225288760569,-5254.729635261301
UNCOVER-1976,1976.0,3.5960606395212547,-30.4600012331085,16.18835904815526,9112.461072208333,572.6784534549071,-5369.657147793469,filament candidate,UNCOVER,16.18835904815526,,,,,,,,,,,,,,,,,,,,9112.461072208333,572.6784534549071,-5369.657147793469
UNCOVER-2022,2022.0,3.618288772710629,-30.45979143965107,18.18934818725065,9288.435734006718,587.3555012567626,-5473.440907822569,filament candidate,UNCOVER,18.18934818725065,,,,,,,,,,,,,,,,,,,,9288.435734006718,587.3555012567626,-5473.440907822569
UNCOVER-2060,2060.0,3.618408878151045,-30.45968694636902,18.31623953971664,9298.683013636672,588.0230595568272,-5479.457228254125,filament candidate,UNCOVER,18.31623953971664,,,,,,,,,,,,,,,,,,,,9298.683013636673,588.0230595568272,-5479.457228254125
UNCOVER-2083,2083.0,3.618531622707629,-30.45958449139764,18.270278253524765,9294.99472579414,587.8098146777107,-5477.262149766102,filament candidate,UNCOVER,18.270278253524765,,,,,,,,,,,,,,,,,,,,9294.99472579414,587.8098146777107,-5477.262149766102
