Unique_ID,PID,TIER,Tier_old,NIRSpec_ID,NIRCam_DR5_ID,NIRCam_DR3_ID,ObsDate,RA_TARG,Dec_TARG,x_offset,y_offset,Field,GSa,GSb,PC_eMPT,Priority,oddball_source,PC_eMPT_pre_oddball,priority_pre_oddball,probability_allocated,F444W_gold_DR3,UV_gold_DR3,F444W_gold_DR5_beta,UV_gold_DR5_beta,assigned_Prism,assigned_G140M,assigned_G235M,assigned_G395M,assigned_G395H,nDither_Pr,nDither_Gr,nInt_Prism,nInt_G140M,nInt_G235M,nInt_G395M,nInt_G395H,tExp_PRISM,tExp_G140M,tExp_G235M,tExp_G395M,tExp_G395H,z_phot,z_Spec,z_paper,z_paper_name,z_paper_ref,z_R1000,z_R1000n,z_PRISM,z_Spec_flag,1500A_flux,1500A_flux_err,MUV,MUV_err_u,MUV_err_l,Hbeta,[OIII]5007,Halpha_NII,[OII]3727,fits_map,RA_TRUE,DEC_TRUE,X,Y,Z_coord
b'goods-s-mediumjwst_283619',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',283619,404804,-1,b'2023-12-11',53.0828427,-27.8659803,0.032,0.026,b'GS',False,True,15,b'7.6',,-99,,0.15527065527065528,-1,-1,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,3.18891,3.474069800667764,,,,3.474069800667764,9.0,3.474902,b'A',3.027681206360541e-20,1.796989087745673e-20,-16.949049112847934,0.5058937375742794,0.9774018142331009,71.8970559784694,193.05964453255515,593.1840832848853,214.8172716197598,b'https://jades.idies.jhu.edu/public/?ra=53.08284&dec=-27.86598&zoom=10',53.082851588888886,-27.865973077777777,3680.0104260834696,4898.259724849602,-3239.219214791245
b'goods-s-mediumjwst_283897',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',283897,3897,-1,b'2023-12-11',53.0859193,-27.8587123,0.065,-0.091,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,-1,-1,1,0,b'T',b'F',b'F',b'F',b'F',3,0,9,0,0,0,0,8534.0,0.0,0.0,0.0,0.0,3.11162,3.472981,,,,,,3.472981,b'B',4.9992813748085665e-20,5.723357518481813e-20,-17.492111422691366,0.8284852490610994,,,542.8958836068283,268.7728188339591,,b'https://jades.idies.jhu.edu/public/?ra=53.08592&dec=-27.85871&zoom=10',53.08593735555556,-27.858737577777777,3679.5130024743876,4898.146926003248,-3238.023733379292
b'goods-s-deephst_10001587',1210,b'goods-s-deephst',b'deep_hst_gs',10001587,111112,111112,b'2022-10-24',53.1713389986394,-27.801574942822032,0.047,-0.048,b'GS',False,False,17,b'8.1',,-99,,0.01966568338249754,0,0,0,0,b'T',b'T',b'T',b'T',b'T',3,3,64,36,18,18,18,88700.0,24947.0,24947.0,24947.0,24947.0,3.71,3.43049430106116,,,,3.43049430106116,1.0,3.423338,b'A',1.6643702255054273e-20,5.5869799854660966e-21,-16.260689514870208,0.3142571327036521,0.44405884281596997,,31.81780387706255,26.77934423115593,,b'https://jades.idies.jhu.edu/public/?ra=53.17134&dec=-27.80157&zoom=10',53.171352054194955,-27.801588276155364,3655.3322152841665,4881.093398675114,-3215.366581999087
b'goods-s-deephst_10003811',1210,b'goods-s-deephst',b'deep_hst_gs',10003811,138790,138790,b'2022-10-24',53.15471522374995,-27.765882845115755,0.065,0.043,b'GS',False,False,17,b'8.1',,-99,,0.01966568338249754,0,0,0,0,b'T',b'T',b'T',b'T',b'T',2,2,48,24,12,12,12,66525.0,16631.0,16631.0,16631.0,16631.0,3.4393,3.430121,,,,,,3.430121,b'C',2.5160805822299227e-20,1.404200077248457e-20,-16.71450276940523,0.48148153477129796,0.8866660761183738,,,33.689015811675134,,b'https://jades.idies.jhu.edu/public/?ra=53.15472&dec=-27.76588&zoom=10',53.15473327930551,-27.76587090067131,3657.782533714925,4881.41379152908,-3211.418279256492
b'goods-s-mediumjwst_10009336',1180,b'goods-s-mediumjwst',b'medium_jwst_gs_1180',10009336,203462,203462,b'2023-01-28',53.1222972,-27.7955901,-0.05,0.069,b'GS',True,False,13,b'7.6',,-99,,0.19469026548672566,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,0,11160.0,9190.0,9190.0,9190.0,0.0,3.5,3.467780897162501,,,,3.467780897162501,4.0,3.465166,b'A',2.105383737502135e-19,1.0213955900547063e-20,-19.047339350287466,0.051435078673009116,0.05399343669176915,137.4164558900766,776.2416292057517,382.9087761891351,,b'https://jades.idies.jhu.edu/public/?ra=53.1223&dec=-27.79559&zoom=10',53.12228331111111,-27.79557093333333,3676.2543765761616,4900.279168816059,-3229.255589577518
b'goods-s-mediumjwst_10012107',1180,b'goods-s-mediumjwst',b'medium_jwst_gs_1180',10012107,210868,210868,b'2023-01-28',53.137014,-27.7713877,0.042,-0.111,b'GS',True,False,14,b'7.7',,-99,,0.15246636771300448,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,0,11160.0,9190.0,9190.0,9190.0,0.0,3.091,3.4270123714796115,,,,3.4270123714796115,2.0,3.424585,b'A',1.4308404726120167e-19,2.321988296258331e-20,-18.597486016378838,0.16327824216065423,0.1922546356507695,,111.40251249797767,100.87303153716066,,b'https://jades.idies.jhu.edu/public/?ra=53.13701&dec=-27.77139&zoom=10',53.137025666666666,-27.771418533333332,3657.716219495151,4878.182875695466,-3210.790279377091
b'goods-s-mediumjwst_10024670',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',10024670,171269,171269,b'2023-12-11',53.142828,-27.8740482,-0.089,0.059,b'GS',False,True,15,b'7.6',,-99,,0.15527065527065528,1,0,1,0,b'T',b'T',b'T',b'T',b'T',2,2,6,3,6,6,6,5689.0,5689.0,5689.0,5689.0,5689.0,3.587,3.469864662822239,,,,3.469864662822239,3.0,3.472396,b'A',1.2633418644002326e-19,5.762201027883491e-20,-18.498208659773645,0.40798383508795055,0.6612179619828673,,,527.5783361290464,,b'https://jades.idies.jhu.edu/public/?ra=53.14283&dec=-27.87405&zoom=10',53.14280327777778,-27.874031811111113,3672.7605125187374,4899.276217584933,-3238.4503107379132
b'goods-s-mediumjwst_10026167',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',10026167,175041,175041,b'2023-12-11',53.0825811,-27.8668027,0.078,-0.043,b'GS',False,True,14,b'7.5',,-99,,0.18691588785046728,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,4.62,3.463986,,,,,,3.463986,b'C',6.80359713279271e-20,3.982720543594414e-20,-17.819975992719932,0.5003365435987845,0.9558862571800049,,,,,b'https://jades.idies.jhu.edu/public/?ra=53.08258&dec=-27.8668&zoom=10',53.08260276666667,-27.866814644444446,3675.5578370419425,4892.2888866004205,-3235.3962594961363
b'goods-s-mediumjwst_10027810',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',10027810,27810,-1,b'2023-12-11',53.0842746,-27.8588522,0.058,0.032,b'GS',False,True,15,b'7.6',,-99,,0.15527065527065528,-1,-1,1,0,b'T',b'T',b'T',b'T',b'T',6,6,18,9,18,18,18,17069.0,17069.0,17069.0,17069.0,17069.0,4.29,3.4792016177224325,,,,3.4792016177224325,9.0,3.485748,b'A',3.913089495102207e-20,2.128229990475151e-20,-17.235638720587374,0.4715300566907459,0.8522893609213114,132.5097784077548,442.9214691069954,523.6626949074707,219.00992160423166,b'https://jades.idies.jhu.edu/public/?ra=53.08427&dec=-27.85885&zoom=10',53.08429071111111,-27.858843311111112,3682.386199482252,4901.678353324608,-3240.442692023492
b'goods-s-mediumjwst_60148771',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',60148771,148771,148771,b'2023-12-17',53.1299079,-27.7520041,0.038,-0.183,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'F',b'F',b'F',b'F',3,0,9,0,0,0,0,8534.0,0.0,0.0,0.0,0.0,3.42826,3.432146,,,,,,3.432146,b'B',6.913710792410284e-19,7.685181129434675e-20,-20.31349790621248,0.11444008744037859,0.12793926020080093,566.1223935246036,3498.854534187345,1988.1058074539962,753.5607652453451,b'https://jades.idies.jhu.edu/public/?ra=53.12991&dec=-27.752&zoom=10',53.129918455555554,-27.752054933333334,3661.2647037757006,4881.653629264948,-3210.7399419111207
b'goods-s-mediumjwst_60149824',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',60149824,149824,149824,b'2023-12-17',53.1286802,-27.7501079,-0.084,-0.035,b'GS',False,True,15,b'7.6',,-99,,0.15527065527065528,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,3.44106,3.461176806602483,,,,3.461176806602483,2.0,3.454158,b'A',8.011054523736937e-20,1.3471480350492732e-20,-17.989998224288104,0.1687568842572027,0.1999019834515785,,304.85268156197094,250.3454271104059,,b'https://jades.idies.jhu.edu/public/?ra=53.12868&dec=-27.75011&zoom=10',53.12865686666667,-27.750117622222223,3674.329563130451,4898.848598718188,-3221.838176967697
b'goods-s-deepjwst_60302504',1287,b'goods-s-deepjwst',b'deep_jwst_gs',60302504,302504,-1,b'2024-01-10',53.1241202,-27.8719094,0.046,-0.031,b'GS',False,False,22,b'8.3',,-99,,0.010805943268797838,-1,-1,0,0,b'T',b'T',b'T',b'T',b'T',2,2,48,12,12,12,12,66525.0,16631.0,16631.0,16631.0,16631.0,3.75084,3.461,,,,,,3.463636,b'D',1.2826697726211888e-20,2.0198330233206223e-21,-16.008155096693677,0.1587753045821998,0.18603786487958018,,,18.988456764130934,,b'https://jades.idies.jhu.edu/public/?ra=53.12412&dec=-27.87191&zoom=10',53.124132977777776,-27.87191801111111,3670.519986925677,4892.964535318255,-3234.779909244253
