Unique_ID,PID,TIER,Tier_old,NIRSpec_ID,NIRCam_DR5_ID,NIRCam_DR3_ID,ObsDate,RA_TARG,Dec_TARG,x_offset,y_offset,Field,GSa,GSb,PC_eMPT,Priority,oddball_source,PC_eMPT_pre_oddball,priority_pre_oddball,probability_allocated,F444W_gold_DR3,UV_gold_DR3,F444W_gold_DR5_beta,UV_gold_DR5_beta,assigned_Prism,assigned_G140M,assigned_G235M,assigned_G395M,assigned_G395H,nDither_Pr,nDither_Gr,nInt_Prism,nInt_G140M,nInt_G235M,nInt_G395M,nInt_G395H,tExp_PRISM,tExp_G140M,tExp_G235M,tExp_G395M,tExp_G395H,z_phot,z_Spec,z_paper,z_paper_name,z_paper_ref,z_R1000,z_R1000n,z_PRISM,z_Spec_flag,1500A_flux,1500A_flux_err,MUV,MUV_err_u,MUV_err_l,Hbeta,[OIII]5007,Halpha_NII,[OII]3727,fits_map,RA_TRUE,DEC_TRUE,X,Y,Z_coord
b'goods-n-mediumjwst_80048',1181,b'goods-n-mediumjwst',b'medium_jwst_gn',80048,1080048,1080048,b'2023-05-05',189.27276620140813,62.21085059859511,-0.021,0.028,b'GN',False,False,14,b'7.7',,-99,,0.13626126126126126,1,0,1,0,b'T',b'T',b'T',b'T',b'T',2,2,6,6,6,6,6,6127.0,6127.0,6127.0,6127.0,6127.0,3.46432,3.41476,,,,,,3.41476,b'C',1.8039220177403552e-19,3.155296604010272e-20,-18.841610386057173,0.17501440016818748,0.20875082012566892,,,,,b'https://jades.idies.jhu.edu/goods-n/?ra=189.27277&dec=62.21085&zoom=10',189.27276036807478,62.21085837637288,-3165.9392213551096,-516.897032836616,6087.040204572344
b'goods-n-mediumjwst_80199',1181,b'goods-n-mediumjwst',b'medium_jwst_gn',80199,1080199,1080199,b'2023-05-05',189.2964163705811,62.211836212326915,-0.054,0.15,b'GN',False,False,13,b'7.6',,-99,,0.14087759815242495,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,9,9,9,9,9190.0,9190.0,9190.0,9190.0,9190.0,3.31864,3.428285552924816,,,,3.428285552924816,1.0,3.425314,b'A',5.0296025813786827e-20,1.0545237822681137e-20,-17.462893444968053,0.20666138817922786,0.2554698200453629,,,42.94476840818364,,b'https://jades.idies.jhu.edu/goods-n/?ra=189.29642&dec=62.21184&zoom=10',189.29640137058112,62.21187787899358,-3170.866328475349,-519.0447805779984,6097.187667704685
b'goods-s-mediumjwst_114486',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',114486,114486,114486,b'2023-12-17',53.1591481,-27.7961303,0.053,0.203,b'GS',False,True,22,b'8.3',,-99,,0.021899668958492487,0,0,0,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,2.66274,3.4272079006291287,,,,3.4272079006291287,3.0,3.428298,b'A',7.256725930492188e-20,1.1682701405968343e-20,-17.863166388801062,0.16207246476674797,0.19058391066518254,,246.14421063731132,130.45940709697004,,b'https://jades.idies.jhu.edu/public/?ra=53.15915&dec=-27.79613&zoom=10',53.15916282222223,-27.79607391111111,3655.089702457252,4878.606045832403,-3213.490451471034
b'goods-s-mediumjwst_115035',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',115035,115035,115035,b'2023-10-19',53.1645278,-27.7951945,-0.074,-0.01,b'GS',False,True,21,b'8.2',,-99,,0.03183820584701642,0,0,0,0,b'T',b'F',b'F',b'F',b'F',3,0,9,0,0,0,0,8534.0,0.0,0.0,0.0,0.0,2.66517,3.438995,,,,,,3.438995,b'B',6.47028022483973e-20,4.117964701875477e-20,-17.7466902830374,0.5347522216333687,1.0985687891698461,124.95734797632092,574.6083089643497,336.3745965015442,,b'https://jades.idies.jhu.edu/public/?ra=53.16453&dec=-27.79519&zoom=10',53.164507244444444,-27.795197277777778,3659.915466381923,4885.996905746728,-3218.014497310191
b'goods-s-mediumjwst_147163',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',147163,147163,147163,b'2023-12-17',53.17265,-27.7541517,-0.012,-0.188,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,0,0,0,0,b'T',b'F',b'F',b'F',b'F',2,0,3,0,0,0,0,2844.0,0.0,0.0,0.0,0.0,3.35593,3.43024,,,,,,3.432962,b'D',6.696065445286862e-20,4.542352821220049e-20,-17.779384763056377,0.5622137544345591,1.2315798399332465,,230.83137440723434,81.38318388845141,,b'https://jades.idies.jhu.edu/public/?ra=53.17265&dec=-27.75415&zoom=10',53.172646666666665,-27.754203922222224,3656.701165311733,4883.151365339723,-3210.2227243418743
b'goods-s-mediumjwst_158273',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',158273,158273,158273,b'2023-12-11',53.0728483,-27.9085037,0.017,-0.175,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,3.30261,3.4686756684804134,,,,3.4686756684804134,12.0,3.471297,b'A',4.064537594636467e-19,4.422278529404407e-20,-19.766114952750204,0.11213452782841671,0.12506390258982591,333.38088953846756,1574.36501097397,4292.2700454741125,381.55744166856397,b'https://jades.idies.jhu.edu/public/?ra=53.07285&dec=-27.9085&zoom=10',53.07285302222222,-27.908552311111112,3677.0421721307484,4892.5307453853075,-3241.676875860846
b'goods-s-mediumjwst_159979',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',159979,159979,159979,b'2023-12-11',53.0689765,-27.9001377,-0.071,-0.173,b'GS',False,True,15,b'7.6',,-99,,0.15527065527065528,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,8,4,9,9,9,7586.0,8534.0,8534.0,8534.0,8534.0,3.38302,3.4695526855759513,,,,3.4695526855759513,3.0,3.47416,b'A',1.2483207403120495e-19,1.0335786698156437e-20,-18.486536471867193,0.08636813545163236,0.09383695439098005,,292.9891115529495,222.16244161970647,,b'https://jades.idies.jhu.edu/public/?ra=53.06898&dec=-27.90014&zoom=10',53.06895677777778,-27.900185755555555,3678.0458603033826,4893.173358302991,-3241.123822708493
b'goods-s-mediumjwst_162416',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',162416,162416,162416,b'2023-12-11',53.0960056,-27.8931573,-0.031,-0.159,b'GS',False,True,15,b'7.6',,-99,,0.15527065527065528,1,0,1,0,b'T',b'T',b'T',b'T',b'T',4,4,12,6,12,12,12,11379.0,11379.0,11379.0,11379.0,11379.0,3.59394,3.4702244008390712,,,,3.4702244008390712,7.0,3.467697,b'A',2.1911337226760126e-19,4.549665007701822e-20,-19.092573447725318,0.20484351634437203,0.25269332563555835,116.07767863139851,593.9288737538214,298.71760621374045,,b'https://jades.idies.jhu.edu/public/?ra=53.09601&dec=-27.89316&zoom=10',53.095996988888885,-27.893201466666664,3676.2692443978253,4895.618527289042,-3240.6384181283966
b'goods-s-deepjwst_162830',1287,b'goods-s-deepjwst',b'deep_jwst_gs',162830,162830,162830,b'2024-01-10',53.1212379,-27.8912061,0.079,-0.047,b'GS',False,False,15,b'7.6',,-99,,0.13533834586466165,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,72,18,18,18,18,99788.0,24947.0,24947.0,24947.0,24947.0,3.54919,3.4709661426336584,,,,3.4709661426336584,3.0,3.473173,b'A',6.255749614504989e-20,7.91223462753233e-21,-17.735683955839868,0.1293081361688131,0.14681712276308545,50.011607615160315,143.42702274645876,243.0656988920328,72.60623751312534,b'https://jades.idies.jhu.edu/public/?ra=53.12124&dec=-27.89121&zoom=10',53.12125984444444,-27.891219155555557,3674.504043861965,4897.7638004723985,-3240.7145103187363
b'goods-s-deepjwst_165039',1287,b'goods-s-deepjwst',b'deep_jwst_gs',165039,165039,165039,b'2024-01-10',53.0803785,-27.8862617,-0.005,0.08,b'GS',False,False,15,b'7.6',,-99,,0.13533834586466165,1,0,1,0,b'T',b'T',b'T',b'T',b'T',2,2,48,12,12,12,12,66525.0,16631.0,16631.0,16631.0,16631.0,3.5739,3.4756125244326053,,,,3.4756125244326053,11.0,3.479687,b'A',1.0312046245234556e-19,1.0634980291740053e-20,-18.283197441758706,0.10656833276213362,0.11817821735496992,88.88368316204064,511.029260719848,667.3493674326918,223.32910290253847,b'https://jades.idies.jhu.edu/public/?ra=53.08038&dec=-27.88626&zoom=10',53.08037711111111,-27.886239477777778,3680.2121897592083,4898.087775158974,-3241.983977210796
b'goods-s-mediumjwst_165209',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',165209,165209,165209,b'2023-12-11',53.0483572,-27.8854005,0.074,0.148,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,3.35803,3.4214435100231775,,,,3.4214435100231775,5.0,3.418185,b'A',1.2436580419147223e-19,1.909220814111707e-20,-18.44041526710906,0.15505956678598665,0.18095381052988557,,476.8197484504825,572.4212023098688,251.79856712578518,b'https://jades.idies.jhu.edu/public/?ra=53.04836&dec=-27.8854&zoom=10',53.048377755555556,-27.885359388888887,3658.9207882386295,4864.091475159875,-3220.714628710287
b'goods-s-mediumjwst_170590',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',170590,170590,170590,b'2023-12-11',53.1446594,-27.8758195,0.073,0.169,b'GS',False,True,15,b'7.6',,-99,,0.15527065527065528,1,0,1,0,b'T',b'F',b'F',b'F',b'F',3,0,9,0,0,0,0,8534.0,0.0,0.0,0.0,0.0,3.37985,3.461658,,,,,,3.461658,b'B',2.1072877052191164e-19,7.44069169673363e-20,-19.04569874725425,0.32831935888963315,0.47289587697322233,238.42597201480814,1083.1172025184896,733.0241606858597,,b'https://jades.idies.jhu.edu/public/?ra=53.14466&dec=-27.87582&zoom=10',53.14467967777778,-27.875772555555553,3668.9249201846715,4894.493707679498,-3235.447451600144
b'goods-s-mediumjwst_172651',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',172651,172651,172651,b'2023-12-11',53.0999655,-27.8711697,-0.047,-0.147,b'GS',False,True,15,b'7.6',,-99,,0.15527065527065528,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,3.46726,3.4676348459255264,,,,3.4676348459255264,10.0,3.470166,b'A',3.4873144352542334e-19,2.7104452237395768e-20,-19.598971369011693,0.08126787335321595,0.08784654855907803,432.07363169144514,2653.990317990017,1481.5869833253284,560.3800079981834,b'https://jades.idies.jhu.edu/public/?ra=53.09997&dec=-27.87117&zoom=10',53.09995244444445,-27.871210533333333,3675.53670424006,4895.346807408336,-3237.2833353216156
b'goods-s-mediumjwst_175034',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',175034,175034,175034,b'2023-12-11',53.0833041,-27.8669657,-0.042,0.016,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,3.39458,3.4687789207528192,,,,3.4687789207528192,3.0,3.473225,b'A',5.267478247548212e-20,1.3159161952893248e-20,-17.549031190673944,0.2421178142797551,0.31208486170003624,82.83675175905823,346.5563091954049,268.9302642094245,,b'https://jades.idies.jhu.edu/public/?ra=53.0833&dec=-27.86697&zoom=10',53.083292433333334,-27.86696125555556,3677.608652983535,4895.141285479266,-3237.2733956852735
b'goods-s-mediumjwst_177520',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',177520,177520,177520,b'2023-12-11',53.0822609,-27.8629262,0.005,0.026,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'T',b'T',b'T',b'T',4,4,12,6,12,12,12,11379.0,11379.0,11379.0,11379.0,11379.0,3.30426,3.4708667784977014,,,,3.4708667784977014,7.0,3.468848,b'A',1.6653240576202526e-19,2.172858884953272e-20,-18.795507173760754,0.13315398199039663,0.15179686584910002,184.17921975232804,1070.0027226653474,554.8311391789659,260.9206861454025,b'https://jades.idies.jhu.edu/public/?ra=53.08226&dec=-27.86293&zoom=10',53.08226228888889,-27.862918977777777,3678.754042064024,4896.482550956118,-3237.651287919282
b'goods-s-deepjwst_179166',1287,b'goods-s-deepjwst',b'deep_jwst_gs',179166,179166,179166,b'2024-01-10',53.0614853,-27.8607646,-0.041,-0.053,b'GS',False,False,19,b'8',,-99,,0.024354603019970774,0,0,0,0,b'T',b'T',b'T',b'T',b'T',2,2,48,12,12,12,12,66525.0,16631.0,16631.0,16631.0,16631.0,3.43062,3.4708824581436803,,,,3.4708824581436803,3.0,3.480321,b'A',5.903935364957818e-20,2.624255741349406e-21,-17.678160810351763,0.047218369156666995,0.04936562020231605,33.45756591537805,105.16352736009851,77.26759018679292,,b'https://jades.idies.jhu.edu/public/?ra=53.06149&dec=-27.86076&zoom=10',53.061473911111115,-27.86077932222222,3680.6099384182467,4895.25331025672,-3237.4286538154124
b'goods-s-mediumjwst_180575',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',180575,180575,180575,b'2023-12-11',53.0854721,-27.85817,0.011,0.016,b'GS',False,True,12,b'7.3',b'Xray',16,b'7.7',0.14285714285714285,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,3.09109,3.473319616367733,,,,3.473319616367733,12.0,3.476921,b'A',5.2303663674060094e-20,3.35903579311114e-20,-17.544107430608825,0.5385770662558755,1.1159539933831866,351.9709223085643,667.9547390448913,2752.6594891386612,531.0841403848259,b'https://jades.idies.jhu.edu/public/?ra=53.08547&dec=-27.85817&zoom=10',53.08547515555555,-27.85816555555556,3679.7210056909003,4898.341533260657,-3238.0937536788624
b'goods-s-mediumjwst_182875',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',182875,182875,182875,b'2023-12-11',53.0750901,-27.8562995,-0.019,0.017,b'GS',False,True,20,b'8.1',,-99,,0.04401122433909319,0,0,0,0,b'T',b'T',b'T',b'T',b'T',1,1,3,1,3,3,3,2844.0,2844.0,2844.0,2844.0,2844.0,3.23424,3.424811903348445,,,,3.424811903348445,3.0,3.43273,b'A',5.143593231608328e-20,6.273544970906818e-20,-17.492827055955892,0.8657266049539167,,,195.20576810583066,250.87897395265816,,b'https://jades.idies.jhu.edu/public/?ra=53.07509&dec=-27.8563&zoom=10',53.075084822222216,-27.856294777777777,3659.1420836208063,4869.10846660843,-3218.9531492682727
b'goods-s-deepjwst_183349',1287,b'goods-s-deepjwst',b'deep_jwst_gs',183349,183349,183349,b'2024-01-10',53.0830522,-27.8556219,0.128,0.063,b'GS',False,False,1,b'1',,-99,,1.0,1,0,1,0,b'T',b'T',b'T',b'T',b'T',1,1,24,6,6,6,6,33262.0,8315.0,8315.0,8315.0,8315.0,3.40447,3.4753529512983716,,,,3.4753529512983716,2.0,3.482207,b'A',2.613007224144127e-19,5.775664719950201e-20,-19.29456045837772,0.21682042506969523,0.27120536253175587,,274.9151983816434,137.8626966846303,,b'https://jades.idies.jhu.edu/public/?ra=53.08305&dec=-27.85562&zoom=10',53.08308775555555,-27.8556044,3680.9069328726364,4899.495068735205,-3238.607249846137
b'goods-s-mediumjwst_183349',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',183349,183349,183349,b'2023-12-11',53.0830522,-27.8556219,0.044,-0.022,b'GS',False,True,15,b'7.6',,-99,,0.15527065527065528,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,3.40447,3.4723219389894657,,,,3.4723219389894657,1.0,3.471255,b'A',9.98405681606605e-20,9.091162914397897e-21,-18.241823381883602,0.09461840362030571,0.10365814084772396,,,61.58704054402355,,b'https://jades.idies.jhu.edu/public/?ra=53.08305&dec=-27.85562&zoom=10',53.08306442222222,-27.85562801111111,3679.5739336469496,4897.716618103424,-3237.435899099435
b'goods-s-mediumjwst_186426',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',186426,186426,186426,b'2023-12-11',53.0530048,-27.8497202,-0.075,-0.085,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,6,4,9,9,9,5689.0,8534.0,8534.0,8534.0,8534.0,3.40276,3.414968138700364,,,,3.414968138700364,5.0,3.420299,b'A',1.2360633294092816e-19,8.436033452119338e-20,-18.435366084938074,0.5648825256875547,1.245613350670883,197.94775902241224,1183.7775717242205,514.1513823305835,240.41246695004435,b'https://jades.idies.jhu.edu/public/?ra=53.053&dec=-27.84972&zoom=10',53.052983966666666,-27.84974381111111,3656.8271924064343,4862.121910576418,-3214.3768049543414
b'goods-s-mediumjwst_189743',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',189743,189743,189743,b'2023-12-11',53.0540371,-27.8409972,-0.007,0.12,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'T',b'T',b'T',b'T',2,2,6,3,6,6,6,5689.0,5689.0,5689.0,5689.0,5689.0,3.40175,3.444856314839043,,,,3.444856314839043,2.0,3.442302,b'A',6.905615363329364e-20,1.2802086656878977e-20,-17.819877434286354,0.18465004873889512,0.22262114736511407,,166.33311777124408,94.58208118723383,,b'https://jades.idies.jhu.edu/public/?ra=53.05404&dec=-27.841&zoom=10',53.05403515555556,-27.840963866666666,3670.392500326724,4880.3447503809075,-3225.1826308968243
b'goods-s-mediumjwst_189781',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',189781,189781,189781,b'2023-12-11',53.087374,-27.8400076,0.031,0.037,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,-1.0,3.4756625304755175,,,,3.4756625304755175,1.0,3.47613,b'A',2.1814773587134154e-20,2.838449688232993e-20,-16.594065036904105,0.9048667396649961,,,,,,b'https://jades.idies.jhu.edu/public/?ra=53.08737&dec=-27.84001&zoom=10',53.08738261111111,-27.83999732222222,3681.2055592565143,4900.657462039649,-3237.057624103095
b'goods-s-mediumjwst_191191',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',191191,191191,191191,b'2023-12-11',53.1169379,-27.8366262,-0.059,-0.163,b'GS',False,True,15,b'7.6',,-99,,0.15527065527065528,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,3.55996,3.4724050673343836,,,,3.4724050673343836,3.0,3.472283,b'A',1.104654053714635e-19,2.901798648540661e-20,-18.352387932837473,0.2532405227014394,0.3308724119589641,87.27131007625577,554.9993898931226,266.78399558974843,,b'https://jades.idies.jhu.edu/public/?ra=53.11694&dec=-27.83663&zoom=10',53.116921511111116,-27.83667147777778,3677.35839769066,4900.795325722527,-3235.4411274019053
b'goods-s-mediumjwst_191208',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',191208,191208,191208,b'2023-12-11',53.0567336,-27.8363871,-0.083,0.005,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'T',b'T',b'T',b'T',2,2,6,3,6,6,6,5689.0,5689.0,5689.0,5689.0,5689.0,9.31099,3.47144242457379,,,,3.47144242457379,7.0,3.481123,b'A',4.413355260173186e-20,4.774779528028146e-20,-17.362825372389214,0.7961461737407909,,,253.8075577012885,1079.0759113262782,,b'https://jades.idies.jhu.edu/public/?ra=53.05673&dec=-27.83639&zoom=10',53.05671054444444,-27.83638571111111,3682.091873729772,4896.376781029968,-3235.0377512901227
b'goods-s-mediumjwst_193699',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',193699,193699,193699,b'2023-12-11',53.0741037,-27.828701,0.043,0.004,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,7,4,9,9,9,6637.0,8534.0,8534.0,8534.0,8534.0,3.29693,3.4231075797506723,,,,3.4231075797506723,2.0,3.423407,b'A',5.7306847101709046e-21,2.0845540191103797e-20,-15.103133163118024,1.6657169379094974,,,,178.85760428613952,,b'https://jades.idies.jhu.edu/public/?ra=53.0741&dec=-27.8287&zoom=10',53.07411564444445,-27.828699888888888,3659.392451838961,4869.27012297375,-3215.3489370611615
b'goods-s-mediumjwst_195005',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',195005,195005,195005,b'2023-10-19',53.1796986,-27.8249129,0.07,-0.098,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'T',b'T',b'T',b'T',1,1,3,1,3,3,3,2844.0,3063.0,3063.0,3063.0,2844.0,3.34157,3.4451110504904174,,,,3.4451110504904174,4.0,3.449368,b'A',-3.9271196285152e-20,3.863061029353999e-20,,,,,269.3684851499061,735.9946442590375,,b'https://jades.idies.jhu.edu/public/?ra=53.1797&dec=-27.82491&zoom=10',53.17971804444445,-27.824940122222223,3660.3316434422204,4889.257066700751,-3223.574207209152
b'goods-s-mediumjwst_201439',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',201439,201439,201439,b'2023-12-17',53.1743431,-27.8033525,-0.037,-0.156,b'GS',False,True,19,b'8',,-99,,0.04401122433909319,0,0,0,0,b'T',b'T',b'T',b'T',b'T',1,1,3,1,3,3,3,2844.0,2844.0,2844.0,2844.0,2844.0,3.40706,3.47477,,,,,,3.47477,b'D',8.014619776889754e-20,5.013615184290608e-20,-18.00588273676912,0.527506646579841,1.0665406592041045,,,,,b'https://jades.idies.jhu.edu/public/?ra=53.17434&dec=-27.80335&zoom=10',53.174332822222226,-27.803395833333333,3674.6108963407823,4907.368980623528,-3232.7965825985843
b'goods-s-ultradeep_209051',3215,b'goods-s-ultradeep',b'ultra_deep_gs_3215',209051,209051,209051,b'2023-10-16',53.1595933,-27.7767917,0.066,-0.186,b'GS',False,False,14,b'7.1',,-99,,0.04918032786885246,1,0,1,0,b'T',b'T',b'T',b'T',b'T',4,4,90,18,0,72,0,124735.0,24947.0,0.0,99788.0,0.0,3.37551,3.4346853417228704,,,,3.4346853417228704,6.0,3.434868,b'A',2.6503745060799645e-19,8.933795792473563e-21,-19.274541091180005,0.03599435020660735,0.03722867289712184,299.0269971905248,2080.1521732173132,928.672787646665,244.27992782111613,b'https://jades.idies.jhu.edu/public/?ra=53.15959&dec=-27.77679&zoom=10',53.159611633333334,-27.776843366666668,3659.032624605623,4883.948559725427,-3214.373662526625
b'goods-s-mediumjwst_210751',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',210751,210751,210751,b'2023-12-17',53.1880703,-27.7715911,-0.027,0.177,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,3.40203,3.4218727149363692,,,,3.4218727149363692,6.0,3.41968,b'A',3.3118179969665003e-19,2.2636744815343637e-20,-19.50496161542572,0.07178532445884045,0.07686967892283292,113.89187920260824,600.6141385312775,619.9095923792153,256.43576018423346,b'https://jades.idies.jhu.edu/public/?ra=53.18807&dec=-27.77159&zoom=10',53.1880628,-27.77154193333333,3651.069697179209,4878.366301905154,-3208.7858881599595
b'goods-s-mediumjwst_211970',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',211970,211970,211970,b'2023-12-17',53.1699441,-27.7682521,0.086,-0.176,b'GS',False,True,21,b'8.2',,-99,,0.03183820584701642,0,0,0,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,3.26254,3.4317602595841,,,,3.4317602595841,3.0,3.430919,b'A',-6.314195269776165e-20,6.560070852887391e-20,,,,,544.0862821462821,311.5956174076178,,b'https://jades.idies.jhu.edu/public/?ra=53.16994&dec=-27.76825&zoom=10',53.16996798888889,-27.76830098888889,3657.133734241386,4883.253167443576,-3212.3190136459007
b'goods-s-mediumjwst_251660',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',251660,251660,251660,b'2023-12-11',53.0836443,-27.8701881,-0.081,0.165,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'T',b'T',b'T',b'T',3,3,9,4,9,9,9,8534.0,8534.0,8534.0,8534.0,8534.0,3.57009,3.4687628639034473,,,,3.4687628639034473,1.0,3.477913,b'A',1.2444218030607607e-19,4.19955656192715e-20,-18.485934519206708,0.3157105346759863,0.44698695923542076,,127.36704350017992,62.89453044248312,,b'https://jades.idies.jhu.edu/public/?ra=53.08364&dec=-27.87019&zoom=10',53.0836218,-27.870142266666665,3677.465473818605,4895.009299574291,-3237.6070845556715
b'goods-s-deepjwst_279758',1287,b'goods-s-deepjwst',b'deep_jwst_gs',279758,46233,46233,b'2024-01-10',53.1275603,-27.8657419,0.038,-0.205,b'GS',False,False,21,b'8.2',,-99,,0.02267739575713241,1,0,1,0,b'T',b'F',b'F',b'F',b'F',1,0,24,0,0,0,0,33262.0,0.0,0.0,0.0,0.0,3.14701,3.466301,,,,,,3.466301,b'B',5.528985250794751e-20,1.0658554305377764e-20,-17.596472520337834,0.19139719219991846,0.23251477986275404,115.97303194050288,635.5270421349397,280.7858402269868,,b'https://jades.idies.jhu.edu/public/?ra=53.12756&dec=-27.86574&zoom=10',53.127570855555554,-27.865798844444445,3672.772225263644,4896.578899009044,-3236.187204057787
b'goods-s-mediumjwst_283245',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',283245,3245,-1,b'2023-12-11',53.1461831,-27.8763371,0.005,0.085,b'GS',False,True,15,b'7.6',,-99,,0.15527065527065528,-1,-1,1,0,b'T',b'T',b'T',b'T',b'T',1,1,3,1,3,3,3,2844.0,2844.0,2844.0,2844.0,2844.0,3.50807,3.474302732335895,,,,3.474302732335895,7.0,3.471647,b'A',6.959122455840189e-20,3.551729370602346e-20,-17.850234255805717,0.4477085879815448,0.7753306021657806,225.28001701711418,468.1442098325256,635.8689403500015,354.6495636237869,b'https://jades.idies.jhu.edu/public/?ra=53.14618&dec=-27.87634&zoom=10',53.14618448888889,-27.87631348888889,3674.3454657240654,4901.993188246299,-3240.4151213553114
b'goods-s-mediumjwst_283325',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',283325,171052,171052,b'2023-12-11',53.0811223,-27.8746289,0.036,0.102,b'GS',False,True,16,b'7.7',,-99,,0.13486370157819225,1,0,1,0,b'T',b'T',b'T',b'T',b'T',1,1,3,1,3,3,3,2844.0,2844.0,2844.0,2844.0,2844.0,3.45571,3.478994043872559,,,,3.478994043872559,3.0,3.475597,b'A',1.1767510083714687e-19,4.6257153983980466e-20,-18.423502817652363,0.3599495833331794,0.5421930458409392,,174.39921333583348,163.98009433732307,,b'https://jades.idies.jhu.edu/public/?ra=53.08112&dec=-27.87463&zoom=10',53.0811323,-27.87460056666667,3682.02974376361,4900.641303555734,-3242.048327987834
b'goods-s-mediumjwst_283349',1286,b'goods-s-mediumjwst',b'medium_jwst_gs',283349,283349,283349,b'2023-12-11',53.139351,-27.8740337,-0.032,0.079,b'GS',False,True,19,b'8',,-99,,0.04401122433909319,0,0,0,0,b'T',b'T',b'T',b'T',b'T',2,2,6,3,6,6,6,5689.0,5689.0,5689.0,5689.0,5689.0,3.36632,3.4704997843684744,,,,3.4704997843684744,2.0,3.478381,b'A',4.47429174436918e-20,1.4752355940885095e-20,-17.37567448822966,0.30939541449335195,0.43434925424751114,,231.18236263040262,102.91881046450997,,b'https://jades.idies.jhu.edu/public/?ra=53.13935&dec=-27.87403&zoom=10',53.13934211111111,-27.874011755555554,3673.3366344846536,4899.428026614644,-3238.6945867650056
